lind	locus	bs_outl
33905	L52788	0
33906	L52793	0
33907	L52795	0
33908	L52798	0
33909	L52799	0
33910	L52802	0
33911	L52803	0
33912	L52807	0
33913	L52808	0
33914	L52811	0
33915	L52813	0
33916	L52814	0
33917	L52815	0
33918	L52819	0
33919	L52821	0
33920	L52824	0
33921	L52825	0
33922	L52828	0
33923	L52830	0
33924	L52833	0
33925	L52834	0
33926	L52838	0
33927	L52839	0
33928	L52843	0
33929	L52845	0
33930	L52847	0
33931	L52850	0
33932	L52854	0
33933	L52856	0
33934	L52859	0
33935	L52863	0
33936	L52866	1
33937	L52871	0
33938	L52876	0
33939	L52879	0
33940	L52880	0
33941	L52883	0
33942	L52885	0
33943	L52887	0
33944	L52889	0
33945	L52891	0
33946	L52894	0
33947	L52898	0
33948	L52899	0
33949	L52900	0
33950	L52901	0
33951	L52902	0
33952	L52906	0
33953	L52909	0
33954	L52911	0
33955	L52917	0
33956	L52920	0
33957	L52923	0
33958	L52925	0
33959	L52927	0
33960	L52929	0
33961	L52932	0
33962	L52933	0
33963	L52936	0
33964	L52940	0
33965	L52942	0
33966	L52945	0
33967	L52951	0
33968	L52955	0
33969	L52957	0
33970	L52958	0
33971	L52960	0
33972	L52963	0
33973	L52965	0
33974	L52970	0
33975	L52971	0
33976	L52973	0
33977	L52975	0
33978	L52977	0
33979	L52981	0
33980	L52982	0
33981	L52986	0
33982	L52988	0
33983	L52991	0
33984	L52992	0
33985	L52994	0
33986	L52997	0
33987	L53000	0
33988	L53001	0
33989	L53003	0
33990	L53006	0
33991	L53008	0
33992	L53010	0
33993	L53012	0
33994	L53018	0
33995	L53019	0
33996	L53022	0
33997	L53026	0
33998	L53028	0
33999	L53030	0
34000	L53031	0
34001	L53032	0
34002	L53033	0
34003	L53036	0
34004	L53038	0
34005	L53040	0
34006	L53041	0
34007	L53045	1
34008	L53046	0
34009	L53049	0
34010	L53052	0
34011	L53054	0
34012	L53056	0
34013	L53060	0
34014	L53061	0
34015	L53067	0
34016	L53068	0
34017	L53070	0
34018	L53071	0
34019	L53074	0
34020	L53075	0
34021	L53081	0
34022	L53082	0
34023	L53083	0
34024	L53085	0
34025	L53086	0
34026	L53089	0
34027	L53090	0
34028	L53091	0
34029	L53092	0
34030	L53094	0
34031	L53098	1
34032	L53103	0
34033	L53104	0
34034	L53107	0
34035	L53108	0
34036	L53110	0
34037	L53111	0
34038	L53113	0
34039	L53116	0
34040	L53118	0
34041	L53121	0
34042	L53124	0
34043	L53127	0
34044	L53129	0
34045	L53132	0
34046	L53135	0
34047	L53137	0
34048	L53140	0
34049	L53141	0
34050	L53144	0
34051	L53145	0
34052	L53148	0
34053	L53150	0
34054	L53153	0
34055	L53156	0
34056	L53157	0
34057	L53160	0
34058	L53162	0
34059	L53164	0
34060	L53168	0
34061	L53169	0
34062	L53172	0
34063	L53174	0
34064	L53175	0
34065	L53176	0
34066	L53177	0
34067	L53178	0
34068	L53179	0
34069	L53180	1
34070	L53183	0
34071	L53190	0
34072	L53194	0
34073	L53195	0
34074	L53199	0
34075	L53201	0
34076	L53203	0
34077	L53207	0
34078	L53211	0
34079	L53213	0
34080	L53215	0
34081	L53217	0
34082	L53220	0
34083	L53222	0
34084	L53223	0
34085	L53227	0
34086	L53229	0
34087	L53231	0
34088	L53233	0
34089	L53235	0
34090	L53238	0
34091	L53241	0
34092	L53244	0
34093	L53246	0
34094	L53248	0
34095	L53250	0
34096	L53253	0
34097	L53257	0
34098	L53258	0
34099	L53260	0
34100	L53261	0
34101	L53264	0
34102	L53265	0
34103	L53266	0
34104	L53269	0
34105	L53270	0
34106	L53274	0
34107	L53275	0
34108	L53280	0
34109	L53282	0
34110	L53284	0
34111	L53287	0
34112	L53290	0
34113	L53293	0
34114	L53296	0
34115	L53297	0
34116	L53299	0
34117	L53305	0
34118	L53307	0
34119	L53309	0
34120	L53310	0
34121	L53313	0
34122	L53316	0
34123	L53318	0
34124	L53319	0
34125	L53320	0
34126	L53321	0
34127	L53326	0
34128	L53329	0
34129	L53333	0
34130	L53334	0
34131	L53335	0
34132	L53337	0
34133	L53339	0
34134	L53342	0
34135	L53343	0
34136	L53345	0
34137	L53346	0
34138	L53349	0
34139	L53351	0
34140	L53353	0
34141	L53356	0
34142	L53358	0
34143	L53360	0
34144	L53364	0
34145	L53365	0
34146	L53367	0
34147	L53369	0
34148	L53371	0
34149	L53374	0
34150	L53376	0
34151	L53377	0
34152	L53378	0
34153	L53379	0
34154	L53380	0
34155	L53383	0
34156	L53384	0
34157	L53389	0
34158	L53390	0
34159	L53393	0
34160	L53396	0
34161	L53399	0
34162	L53402	0
34163	L53406	0
34164	L53410	0
34165	L53411	0
34166	L53413	0
34167	L53415	1
34168	L53418	0
34169	L53420	0
34170	L53421	0
34171	L53423	0
34172	L53425	0
34173	L53427	0
34174	L53431	0
34175	L53433	0
34176	L53435	0
34177	L53436	0
34178	L53437	0
34179	L53441	0
34180	L53443	0
34181	L53446	0
34182	L53449	0
34183	L53451	0
34184	L53453	0
34185	L53454	0
34186	L53457	0
34187	L53458	0
34188	L53460	0
34189	L53464	0
34190	L53467	0
34191	L53469	0
34192	L53470	0
34193	L53475	0
34194	L53477	0
34195	L53478	0
34196	L53480	0
34197	L53481	0
34198	L53483	0
34199	L53485	0
34200	L53487	0
34201	L53491	0
34202	L53492	0
34203	L53499	0
34204	L53501	0
34205	L53505	0
34206	L53508	0
34207	L53512	0
34208	L53513	0
34209	L53518	0
34210	L53521	0
34211	L53523	0
34212	L53524	0
34213	L53526	0
34214	L53528	0
34215	L53534	0
34216	L53535	0
34217	L53537	0
34218	L53538	0
34219	L53540	0
34220	L53541	0
34221	L53543	0
34222	L53545	0
34223	L53547	0
34224	L53550	0
34225	L53551	0
34226	L53553	0
34227	L53555	0
34228	L53558	0
34229	L53562	0
34230	L53563	0
34231	L53566	0
34232	L53569	0
34233	L53570	0
34234	L53572	0
34235	L53575	0
34236	L53577	0
34237	L53581	0
34238	L53583	1
34239	L53585	0
34240	L53588	0
34241	L53590	0
34242	L53592	0
34243	L53595	0
34244	L53599	0
34245	L53600	0
34246	L53601	0
34247	L53602	0
34248	L53604	0
34249	L53605	0
34250	L53609	0
34251	L53614	0
34252	L53616	0
34253	L53617	0
34254	L53619	0
34255	L53620	0
34256	L53623	0
34257	L53627	0
34258	L53628	0
34259	L53631	0
34260	L53634	0
34261	L53638	1
34262	L53639	0
34263	L53642	0
34264	L53645	0
34265	L53650	1
34266	L53653	0
34267	L53655	0
34268	L53658	0
34269	L53661	0
34270	L53664	0
34271	L53665	0
34272	L53669	0
34273	L53671	0
34274	L53674	0
34275	L53676	0
34276	L53678	0
34277	L53682	0
34278	L53688	1
34279	L53690	0
34280	L53692	0
34281	L53695	0
34282	L53696	0
34283	L53700	0
34284	L53701	0
34285	L53707	0
34286	L53708	0
34287	L53710	0
34288	L53713	0
34289	L53717	0
34290	L53720	0
34291	L53721	0
34292	L53722	0
34293	L53723	0
34294	L53728	0
34295	L53729	0
34296	L53731	0
34297	L53735	0
34298	L53738	0
34299	L53740	0
34300	L53743	0
34301	L53746	0
34302	L53747	0
34303	L53749	0
34304	L53753	0
34305	L53754	0
34306	L53755	0
34307	L53756	0
34308	L53757	0
34309	L53762	0
34310	L53764	0
34311	L53769	0
34312	L53774	0
34313	L53775	0
34314	L53776	0
34315	L53778	0
34316	L53780	0
34317	L53781	0
34318	L53784	0
34319	L53788	0
34320	L53792	0
34321	L53794	0
34322	L53795	0
34323	L53797	0
34324	L53800	0
34325	L53801	0
34326	L53803	0
34327	L53807	0
34328	L53808	0
34329	L53810	0
34330	L53812	0
34331	L53814	0
34332	L53815	0
34333	L53817	0
34334	L53820	0
34335	L53823	0
34336	L53824	0
34337	L53825	0
34338	L53827	0
34339	L53830	0
34340	L53833	0
34341	L53836	0
34342	L53838	0
34343	L53840	0
34344	L53844	0
34345	L53848	0
34346	L53851	0
34347	L53854	0
34348	L53859	0
34349	L53861	0
34350	L53862	0
34351	L53863	0
34352	L53866	0
34353	L53867	0
34354	L53870	0
34355	L53873	0
34356	L53876	0
34357	L53882	0
34358	L53884	0
34359	L53890	0
34360	L53892	0
34361	L53896	0
34362	L53898	0
34363	L53902	0
34364	L53904	0
34365	L53907	0
34366	L53908	0
34367	L53910	0
34368	L53911	0
34369	L53914	1
34370	L53918	0
34371	L53919	0
34372	L53920	0
34373	L53921	0
34374	L53924	0
34375	L53928	0
34376	L53930	0
34377	L53931	0
34378	L53932	0
34379	L53935	0
34380	L53937	0
34381	L53940	0
34382	L53942	0
34383	L53946	0
34384	L53948	0
34385	L53950	0
34386	L53951	0
34387	L53952	1
34388	L53955	0
34389	L53958	0
34390	L53959	0
34391	L53961	0
34392	L53962	0
34393	L53963	0
34394	L53965	0
34395	L53967	0
34396	L53970	0
34397	L53972	0
34398	L53973	0
34399	L53974	0
34400	L53977	0
34401	L53978	0
34402	L53979	0
34403	L53981	0
34404	L53982	0
34405	L53984	0
34406	L53986	0
34407	L53990	0
34408	L53991	0
34409	L53993	0
34410	L53997	0
34411	L53999	0
34412	L54001	0
34413	L54004	0
34414	L54006	0
34415	L54008	0
34416	L54009	0
34417	L54010	0
34418	L54013	0
34419	L54016	0
34420	L54019	0
34421	L54021	0
34422	L54022	0
34423	L54024	0
34424	L54025	0
34425	L54026	0
34426	L54028	0
34427	L54030	0
34428	L54033	0
34429	L54034	0
34430	L54037	0
34431	L54039	0
34432	L54045	0
34433	L54048	0
34434	L54050	0
34435	L54051	0
34436	L54054	0
34437	L54057	0
34438	L54058	0
34439	L54061	0
34440	L54063	0
34441	L54064	0
34442	L54066	0
34443	L54069	0
34444	L54072	0
34445	L54075	0
34446	L54077	0
34447	L54079	0
34448	L54081	0
34449	L54082	0
34450	L54084	0
34451	L54085	0
34452	L54088	0
34453	L54089	0
34454	L54094	0
34455	L54096	0
34456	L54099	0
34457	L54102	0
34458	L54104	0
34459	L54105	0
34460	L54106	0
34461	L54107	0
34462	L54110	0
34463	L54111	0
34464	L54112	0
34465	L54113	0
34466	L54116	0
34467	L54119	0
34468	L54121	0
34469	L54123	0
34470	L54126	0
34471	L54127	0
34472	L54130	0
34473	L54133	0
34474	L54136	0
34475	L54138	0
34476	L54139	0
34477	L54141	0
34478	L54144	0
34479	L54146	0
34480	L54147	0
34481	L54151	0
34482	L54152	0
34483	L54157	1
34484	L54158	0
34485	L54160	0
34486	L54163	0
34487	L54165	0
34488	L54167	0
34489	L54168	0
34490	L54172	0
34491	L54173	0
34492	L54175	0
34493	L54178	0
34494	L54179	0
34495	L54183	0
34496	L54184	0
34497	L54185	0
34498	L54187	0
34499	L54189	0
34500	L54191	0
34501	L54194	0
34502	L54196	0
34503	L54199	0
34504	L54201	0
34505	L54204	0
34506	L54205	0
34507	L54207	0
34508	L54209	0
34509	L54211	0
34510	L54212	0
34511	L54214	0
34512	L54218	0
34513	L54219	0
34514	L54223	0
34515	L54224	0
34516	L54225	0
34517	L54226	0
34518	L54228	0
34519	L54230	0
34520	L54237	0
34521	L54240	0
34522	L54243	0
34523	L54244	0
34524	L54245	0
34525	L54247	0
34526	L54250	0
34527	L54251	0
34528	L54255	0
34529	L54256	0
34530	L54257	0
34531	L54258	0
34532	L54261	0
34533	L54262	0
34534	L54265	0
34535	L54269	0
34536	L54271	0
34537	L54273	0
34538	L54274	0
34539	L54276	0
34540	L54277	0
34541	L54279	0
34542	L54284	0
34543	L54289	0
34544	L54294	0
34545	L54297	0
34546	L54300	0
34547	L54302	0
34548	L54304	0
34549	L54306	0
34550	L54308	0
34551	L54310	0
34552	L54311	0
34553	L54312	0
34554	L54313	0
34555	L54316	0
34556	L54323	0
34557	L54325	0
34558	L54326	0
34559	L54328	0
34560	L54330	0
34561	L54336	0
34562	L54337	0
34563	L54339	0
34564	L54342	0
34565	L54347	0
34566	L54350	0
34567	L54353	0
34568	L54354	0
34569	L54357	0
34570	L54359	0
34571	L54362	0
34572	L54364	0
34573	L54366	0
34574	L54371	1
34575	L54375	0
34576	L54377	0
34577	L54380	0
34578	L54382	0
34579	L54383	0
34580	L54384	0
34581	L54386	0
34582	L54387	0
34583	L54392	0
34584	L54393	0
34585	L54395	0
34586	L54398	0
34587	L54399	0
34588	L54400	0
34589	L54401	0
34590	L54403	0
34591	L54406	0
34592	L54407	0
34593	L54409	0
34594	L54414	0
34595	L54415	0
34596	L54416	0
34597	L54418	0
34598	L54420	0
34599	L54422	0
34600	L54424	0
34601	L54426	0
34602	L54429	0
34603	L54430	0
34604	L54432	0
34605	L54434	0
34606	L54437	0
34607	L54438	0
34608	L54440	0
34609	L54441	0
34610	L54445	0
34611	L54447	0
34612	L54448	0
34613	L54451	0
34614	L54455	0
34615	L54457	0
34616	L54459	0
34617	L54460	0
34618	L54461	0
34619	L54463	0
34620	L54465	0
34621	L54468	0
34622	L54469	0
34623	L54470	0
34624	L54473	0
34625	L54475	0
34626	L54477	0
34627	L54480	0
34628	L54483	0
34629	L54484	0
34630	L54485	0
34631	L54488	0
34632	L54491	0
34633	L54494	0
34634	L54498	0
34635	L54500	0
34636	L54503	0
34637	L54504	0
34638	L54506	0
34639	L54507	0
34640	L54509	0
34641	L54510	0
34642	L54511	0
34643	L54512	0
34644	L54513	0
34645	L54518	0
34646	L54521	0
34647	L54523	0
34648	L54526	0
34649	L54528	0
34650	L54530	0
34651	L54533	0
34652	L54535	0
34653	L54539	0
34654	L54541	0
34655	L54542	0
34656	L54546	0
34657	L54553	0
34658	L54555	0
34659	L54557	0
34660	L54559	0
34661	L54561	0
34662	L54563	0
34663	L54565	0
34664	L54566	0
34665	L54567	0
34666	L54568	1
34667	L54569	0
34668	L54571	0
34669	L54573	0
34670	L54575	0
34671	L54579	0
34672	L54580	0
34673	L54581	0
34674	L54584	0
34675	L54585	0
34676	L54588	0
34677	L54589	0
34678	L54591	0
34679	L54593	0
34680	L54594	0
34681	L54596	0
34682	L54597	0
34683	L54599	0
34684	L54601	0
34685	L54603	0
34686	L54604	0
34687	L54607	0
34688	L54608	0
34689	L54612	0
34690	L54614	0
34691	L54617	0
34692	L54618	0
34693	L54619	0
34694	L54621	0
34695	L54622	0
34696	L54626	0
34697	L54628	0
34698	L54629	0
34699	L54630	0
34700	L54633	0
34701	L54637	0
34702	L54639	0
34703	L54640	0
34704	L54642	0
34705	L54643	0
34706	L54646	0
34707	L54648	1
34708	L54650	0
34709	L54653	0
34710	L54655	1
34711	L54659	0
34712	L54663	0
34713	L54668	0
34714	L54670	0
34715	L54673	0
34716	L54674	0
34717	L54676	0
34718	L54677	0
34719	L54678	0
34720	L54679	0
34721	L54682	0
34722	L54683	0
34723	L54685	0
34724	L54687	0
34725	L54690	0
34726	L54695	0
34727	L54696	0
34728	L54698	0
34729	L54703	0
34730	L54705	0
34731	L54707	0
34732	L54710	0
34733	L54711	0
34734	L54712	0
34735	L54714	0
34736	L54718	0
34737	L54719	0
34738	L54722	0
34739	L54723	0
34740	L54726	1
34741	L54727	0
34742	L54728	0
34743	L54729	0
34744	L54732	0
34745	L54734	0
34746	L54735	0
34747	L54736	0
34748	L54739	0
34749	L54741	0
34750	L54743	0
34751	L54745	0
34752	L54748	0
34753	L54752	0
34754	L54753	0
34755	L54757	0
34756	L54759	0
34757	L54762	0
34758	L54764	0
34759	L54766	0
34760	L54769	0
34761	L54770	0
34762	L54771	0
34763	L54774	0
34764	L54776	0
34765	L54777	0
34766	L54779	0
34767	L54781	0
34768	L54782	0
34769	L54785	0
34770	L54788	0
34771	L54790	0
34772	L54791	0
34773	L54795	0
34774	L54797	0
34775	L54799	0
34776	L54801	0
34777	L54802	0
34778	L54804	0
34779	L54809	0
34780	L54812	0
34781	L54813	0
34782	L54815	0
34783	L54817	0
34784	L54819	0
34785	L54822	0
34786	L54825	0
34787	L54827	0
34788	L54829	0
34789	L54834	0
34790	L54836	0
34791	L54837	0
34792	L54838	0
34793	L54840	0
34794	L54843	0
34795	L54846	0
34796	L54848	0
34797	L54850	0
34798	L54851	0
34799	L54853	0
34800	L54855	0
34801	L54856	0
34802	L54857	0
34803	L54858	0
34804	L54859	0
34805	L54861	0
34806	L54862	0
34807	L54863	0
34808	L54864	0
34809	L54868	0
34810	L54870	0
34811	L54872	0
34812	L54874	0
34813	L54877	0
34814	L54881	0
34815	L54885	0
34816	L54886	0
34817	L54888	0
34818	L54891	0
34819	L54892	0
34820	L54896	0
34821	L54898	0
34822	L54901	0
34823	L54903	0
34824	L54906	0
34825	L54908	0
34826	L54910	0
34827	L54912	1
34828	L54914	0
34829	L54915	0
34830	L54917	0
34831	L54918	0
34832	L54921	0
34833	L54923	0
34834	L54924	0
34835	L54927	0
34836	L54930	0
34837	L54931	0
34838	L54933	0
34839	L54934	0
34840	L54938	0
34841	L54940	0
34842	L54941	0
34843	L54944	0
34844	L54947	0
34845	L54950	0
34846	L54951	0
34847	L54955	0
34848	L54958	0
34849	L54959	0
34850	L54962	0
34851	L54964	0
34852	L54965	0
34853	L54968	0
34854	L54971	0
34855	L54973	0
34856	L54978	0
34857	L54981	0
34858	L54982	0
34859	L54984	0
34860	L54987	0
34861	L54999	0
34862	L55004	0
34863	L55005	0
34864	L55006	0
34865	L55010	0
34866	L55012	0
34867	L55018	0
34868	L55021	0
34869	L55026	0
34870	L55028	0
34871	L55030	0
34872	L55035	0
34873	L55039	0
34874	L55044	0
34875	L55046	0
34876	L55048	0
34877	L55057	0
34878	L55063	0
34879	L55065	0
34880	L55068	0
34881	L55073	0
34882	L55077	0
34883	L55078	0
34884	L55079	0
34885	L55081	0
34886	L55082	0
34887	L55087	0
34888	L55089	0
34889	L55093	1
34890	L55099	0
34891	L55103	0
34892	L55104	0
34893	L55106	0
34894	L55110	0
34895	L55114	0
34896	L55115	0
34897	L55127	0
34898	L55130	0
34899	L55131	0
34900	L55134	0
34901	L55137	0
34902	L55139	0
34903	L55141	0
34904	L55142	0
34905	L55143	0
34906	L55144	0
34907	L55150	0
34908	L55152	0
34909	L55156	0
34910	L55161	0
34911	L55162	0
34912	L55165	0
34913	L55166	0
34914	L55169	0
34915	L55177	0
34916	L55179	0
34917	L55181	0
34918	L55184	0
34919	L55186	1
34920	L55199	0
34921	L55200	0
34922	L55204	0
34923	L55207	0
34924	L55213	0
34925	L55214	0
34926	L55215	0
34927	L55218	0
34928	L55219	0
34929	L55222	0
34930	L55228	0
34931	L55229	0
34932	L55232	0
34933	L55246	0
34934	L55247	0
34935	L55249	1
34936	L55250	0
34937	L55253	0
34938	L55258	0
34939	L55260	0
34940	L55261	0
34941	L55263	0
34942	L55264	0
34943	L55265	0
34944	L55266	0
34945	L55268	0
34946	L55271	0
34947	L55272	0
34948	L55275	0
34949	L55276	0
34950	L55277	1
34951	L55278	0
34952	L55281	0
34953	L55282	0
34954	L55287	0
34955	L55288	0
34956	L55289	0
34957	L55290	0
34958	L55293	0
34959	L55294	0
34960	L55295	0
34961	L55297	0
34962	L55298	0
34963	L55299	0
34964	L55301	0
34965	L55302	0
34966	L55304	0
34967	L55306	0
34968	L55307	0
34969	L55308	0
34970	L55312	0
34971	L55313	0
34972	L55314	0
34973	L55317	0
34974	L55319	0
34975	L55320	0
34976	L55321	1
34977	L55323	0
34978	L55324	0
34979	L55325	0
34980	L55327	0
34981	L55329	1
34982	L55330	0
34983	L55332	0
34984	L55333	0
34985	L55334	0
34986	L55335	0
34987	L55337	0
34988	L55338	0
34989	L55340	0
34990	L55342	0
34991	L55343	0
34992	L55345	0
34993	L55346	0
34994	L55349	0
34995	L55353	0
34996	L55354	0
34997	L55357	0
34998	L55359	0
34999	L55361	0
35000	L55364	0
35001	L55365	0
35002	L55366	0
35003	L55367	0
35004	L55368	0
35005	L55371	0
35006	L55372	1
35007	L55375	0
35008	L55378	0
35009	L55379	0
35010	L55380	0
35011	L55381	1
35012	L55384	0
35013	L55385	0
35014	L55386	0
35015	L55387	1
35016	L55388	0
35017	L55390	0
35018	L55391	0
35019	L55393	1
35020	L55395	0
35021	L55396	0
35022	L55398	0
35023	L55399	0
35024	L55403	0
35025	L55405	0
35026	L55408	0
35027	L55409	0
35028	L55410	0
35029	L55411	0
35030	L55412	0
35031	L55413	1
35032	L55416	0
35033	L55419	0
35034	L55420	0
35035	L55421	0
35036	L55422	0
35037	L55424	0
35038	L55425	0
35039	L55428	0
35040	L55429	0
35041	L55430	0
35042	L55434	0
35043	L55435	0
35044	L55437	0
35045	L55438	0
35046	L55439	0
35047	L55442	0
35048	L55444	0
35049	L55445	0
35050	L55447	0
35051	L55448	0
35052	L55449	0
35053	L55451	0
35054	L55452	0
35055	L55457	0
35056	L55459	0
35057	L55461	0
35058	L55463	0
35059	L55464	0
35060	L55465	0
35061	L55467	0
35062	L55470	0
35063	L55474	0
35064	L55475	0
35065	L55476	0
35066	L55480	0
35067	L55482	0
35068	L55483	0
35069	L55485	0
35070	L55486	0
35071	L55487	0
35072	L55489	0
35073	L55491	0
35074	L55492	0
35075	L55493	0
35076	L55494	0
35077	L55496	0
35078	L55497	0
35079	L55501	0
35080	L55504	0
35081	L55505	0
35082	L55506	0
35083	L55507	0
35084	L55509	0
35085	L55510	0
35086	L55512	0
35087	L55513	0
35088	L55515	0
35089	L55516	0
35090	L55518	0
35091	L55519	0
35092	L55522	0
35093	L55524	0
35094	L55526	0
35095	L55528	0
35096	L55529	0
35097	L55532	0
35098	L55533	0
35099	L55536	0
35100	L55537	0
35101	L55540	0
35102	L55541	0
35103	L55542	0
35104	L55543	0
35105	L55544	0
35106	L55545	0
35107	L55547	0
35108	L55548	0
35109	L55552	0
35110	L55556	0
35111	L55557	0
35112	L55558	0
35113	L55560	0
35114	L55561	0
35115	L55562	0
35116	L55564	0
35117	L55565	0
35118	L55569	0
35119	L55571	0
35120	L55572	0
35121	L55573	0
35122	L55575	0
35123	L55577	0
35124	L55578	0
35125	L55579	0
35126	L55580	0
35127	L55581	0
35128	L55583	1
35129	L55586	0
35130	L55587	0
35131	L55589	0
35132	L55590	0
35133	L55591	0
35134	L55592	0
35135	L55594	0
35136	L55596	0
35137	L55599	0
35138	L55600	1
35139	L55601	0
35140	L55602	0
35141	L55606	0
35142	L55611	0
35143	L55615	0
35144	L55616	1
35145	L55617	0
35146	L55620	0
35147	L55624	0
35148	L55627	0
35149	L55628	0
35150	L55629	1
35151	L55630	0
35152	L55631	0
35153	L55632	0
35154	L55634	0
35155	L55635	0
35156	L55637	0
35157	L55639	0
35158	L55640	0
35159	L55641	0
35160	L55642	0
35161	L55643	0
35162	L55645	0
35163	L55648	0
35164	L55650	0
35165	L55652	0
35166	L55654	0
35167	L55656	0
35168	L55658	0
35169	L55659	0
35170	L55660	0
35171	L55661	0
35172	L55663	0
35173	L55667	0
35174	L55668	0
35175	L55670	0
35176	L55673	0
35177	L55676	0
35178	L55677	0
35179	L55678	0
35180	L55679	0
35181	L55681	0
35182	L55685	0
35183	L55687	0
35184	L55688	0
35185	L55689	0
35186	L55690	0
35187	L55692	0
35188	L55695	1
35189	L55697	0
35190	L55698	0
35191	L55699	1
35192	L55700	0
35193	L55703	0
35194	L55705	0
35195	L55709	1
35196	L55710	0
35197	L55714	0
35198	L55715	0
35199	L55716	0
35200	L55719	0
35201	L55720	0
35202	L55722	0
35203	L55724	0
35204	L55727	0
35205	L55728	0
35206	L55731	0
35207	L55734	0
35208	L55736	0
35209	L55738	0
35210	L55741	0
35211	L55743	0
35212	L55744	0
35213	L55746	0
35214	L55747	0
35215	L55748	0
35216	L55749	0
35217	L55750	0
35218	L55752	0
35219	L55759	0
35220	L55760	0
35221	L55763	0
35222	L55764	0
35223	L55765	0
35224	L55766	0
35225	L55767	0
35226	L55768	0
35227	L55770	0
35228	L55771	0
35229	L55773	0
35230	L55776	0
35231	L55777	0
35232	L55778	0
35233	L55779	0
35234	L55782	0
35235	L55784	0
35236	L55785	0
35237	L55788	0
35238	L55789	0
35239	L55790	0
35240	L55793	0
35241	L55794	0
35242	L55795	0
35243	L55796	0
35244	L55799	0
35245	L55802	0
35246	L55804	0
35247	L55805	0
35248	L55806	0
35249	L55807	0
35250	L55808	0
35251	L55809	0
35252	L55811	0
35253	L55813	0
35254	L55814	0
35255	L55816	0
35256	L55817	0
35257	L55818	0
35258	L55820	0
35259	L55822	0
35260	L55823	0
35261	L55824	0
35262	L55825	0
35263	L55826	0
35264	L55827	0
35265	L55828	0
35266	L55829	0
35267	L55831	0
35268	L55835	0
35269	L55837	0
35270	L55839	0
35271	L55840	0
35272	L55841	0
35273	L55843	0
35274	L55847	0
35275	L55848	0
35276	L55849	0
35277	L55850	0
35278	L55852	0
35279	L55853	0
35280	L55855	0
35281	L55856	0
35282	L55857	0
35283	L55862	0
35284	L55870	0
35285	L55873	0
35286	L55874	0
35287	L55877	0
35288	L55879	0
35289	L55880	0
35290	L55882	0
35291	L55886	0
35292	L55887	0
35293	L55888	0
35294	L55890	0
35295	L55891	0
35296	L55892	0
35297	L55893	0
35298	L55894	0
35299	L55895	0
35300	L55897	0
35301	L55899	0
35302	L55900	0
35303	L55901	0
35304	L55903	0
35305	L55904	0
35306	L55905	0
35307	L55906	0
35308	L55907	0
35309	L55908	0
35310	L55911	0
35311	L55912	0
35312	L55913	0
35313	L55914	0
35314	L55915	0
35315	L55917	0
35316	L55919	0
35317	L55922	0
35318	L55923	0
35319	L55925	0
35320	L55926	0
35321	L55927	0
35322	L55928	0
35323	L55929	0
35324	L55932	0
35325	L55933	0
35326	L55934	0
35327	L55937	0
35328	L55939	0
35329	L55940	0
35330	L55945	1
35331	L55947	0
35332	L55949	1
35333	L55952	0
35334	L55953	0
35335	L55954	0
35336	L55956	0
35337	L55957	0
35338	L55959	0
35339	L55962	0
35340	L55963	1
35341	L55965	0
35342	L55967	0
35343	L55968	0
35344	L55970	0
35345	L55972	1
35346	L55974	0
35347	L55976	0
35348	L55977	0
35349	L55979	0
35350	L55983	0
35351	L55985	0
35352	L55987	0
35353	L55989	0
35354	L55991	0
35355	L55995	0
35356	L55997	0
35357	L55999	0
35358	L56001	0
35359	L56005	0
35360	L56006	0
35361	L56009	0
35362	L56013	0
35363	L56016	0
35364	L56017	0
35365	L56018	0
35366	L56019	1
35367	L56020	0
35368	L56021	0
35369	L56022	0
35370	L56023	0
35371	L56025	0
35372	L56027	0
35373	L56029	0
35374	L56031	0
35375	L56032	0
35376	L56033	0
35377	L56037	0
35378	L56040	0
35379	L56041	0
35380	L56043	0
35381	L56044	0
35382	L56046	0
35383	L56048	0
35384	L56049	0
35385	L56050	0
35386	L56051	0
35387	L56052	0
35388	L56053	0
35389	L56056	0
35390	L56058	0
35391	L56060	1
35392	L56065	0
35393	L56066	0
35394	L56067	0
35395	L56070	0
35396	L56071	1
35397	L56073	0
35398	L56075	0
35399	L56076	0
35400	L56077	0
35401	L56078	0
35402	L56080	0
35403	L56081	0
35404	L56082	0
35405	L56085	0
35406	L56086	0
35407	L56088	0
35408	L56090	0
35409	L56093	0
35410	L56094	0
35411	L56095	0
35412	L56096	0
35413	L56098	0
35414	L56100	0
35415	L56101	0
35416	L56102	0
35417	L56103	0
35418	L56105	0
35419	L56108	0
35420	L56110	0
35421	L56112	0
35422	L56113	0
35423	L56114	0
35424	L56118	0
35425	L56119	0
35426	L56120	0
35427	L56122	0
35428	L56123	0
35429	L56124	0
35430	L56125	0
35431	L56127	0
35432	L56130	0
35433	L56131	0
35434	L56133	0
35435	L56134	0
35436	L56135	0
35437	L56137	1
35438	L56141	0
35439	L56142	0
35440	L56143	0
35441	L56145	0
35442	L56147	0
35443	L56149	0
35444	L56152	0
35445	L56156	0
35446	L56158	1
35447	L56159	0
35448	L56160	0
35449	L56161	0
35450	L56166	0
35451	L56167	0
35452	L56169	0
35453	L56171	0
35454	L56172	1
35455	L56173	0
35456	L56174	0
35457	L56175	0
35458	L56176	0
