locus	lind	pca_outl	lfmm_outl
L51005	15559	0	0
L51007	15560	0	0
L51009	15561	0	0
L51010	15562	0	0
L51011	15563	0	0
L51017	15564	0	0
L51026	15565	0	0
L51030	15566	0	0
L51035	15567	0	0
L51043	15568	0	0
L51044	15569	0	0
L51046	15570	0	0
L51051	15571	1	0
L51055	15572	1	0
L51059	15573	0	0
L51063	15574	0	0
L51068	15575	1	0
L51070	15576	1	0
L51073	15577	0	0
L51075	15578	1	0
L51087	15579	0	0
L51091	15580	0	0
L51104	15581	0	0
L51113	15582	0	0
L51114	15583	1	0
L51115	15584	0	0
L51118	15585	1	0
L51119	15586	0	0
L51121	15587	1	0
L51122	15588	0	0
L51127	15589	0	0
L51130	15590	0	0
L51131	15591	0	0
L51132	15592	1	0
L51140	15593	0	0
L51143	15594	0	0
L51146	15595	0	0
L51147	15596	0	0
L51160	15597	0	0
L51163	15598	1	0
L51165	15599	0	0
L51167	15600	1	0
L51169	15601	0	0
L51171	15602	0	0
L51174	15603	0	0
L51177	15604	0	0
L51180	15605	1	0
L51189	15606	1	0
L51191	15607	0	0
L51193	15608	0	0
L51195	15609	0	0
L51197	15610	0	0
L51201	15611	0	0
L51203	15612	1	0
L51208	15613	1	0
L51213	15614	0	0
L51214	15615	0	0
L51217	15616	1	0
L51220	15617	0	0
L51224	15618	0	0
L51231	15619	0	0
L51232	15620	1	0
L51236	15621	0	0
L51239	15622	0	0
L51242	15623	0	0
L51243	15624	0	0
L51245	15625	0	0
L51246	15626	0	0
L51247	15627	0	0
L51249	15628	0	0
L51250	15629	0	0
L51252	15630	0	0
L51254	15631	1	0
L51256	15632	0	0
L51262	15633	0	0
L51266	15634	1	0
L51272	15635	1	0
L51274	15636	0	0
L51277	15637	0	0
L51279	15638	0	0
L51280	15639	1	0
L51289	15640	0	0
L51295	15641	0	0
L51297	15642	0	0
L51300	15643	0	0
L51302	15644	1	0
L51304	15645	0	0
L51307	15646	1	0
L51311	15647	0	0
L51314	15648	1	0
L51316	15649	1	0
L51319	15650	0	0
L51323	15651	0	0
L51326	15652	0	0
L51329	15653	1	0
L51333	15654	0	0
L51335	15655	1	0
L51338	15656	0	0
L51339	15657	0	0
L51341	15658	0	0
L51344	15659	0	0
L51347	15660	0	0
L51349	15661	0	0
L51351	15662	1	0
L51355	15663	0	0
L51358	15664	0	0
L51359	15665	0	0
L51361	15666	0	0
L51363	15667	1	0
L51367	15668	1	0
L51368	15669	0	0
L51369	15670	0	0
L51370	15671	1	0
L51377	15672	1	0
L51378	15673	0	0
L51381	15674	0	0
L51385	15675	0	0
L51389	15676	0	0
L51391	15677	1	0
L51392	15678	0	0
L51393	15679	0	0
L51397	15680	1	0
L51398	15681	0	0
L51400	15682	0	0
L51403	15683	0	0
L51404	15684	0	0
L51407	15685	0	0
L51408	15686	0	0
L51409	15687	0	0
L51413	15688	0	0
L51417	15689	0	0
L51422	15690	0	0
L51424	15691	0	0
L51426	15692	0	0
L51427	15693	1	0
L51431	15694	0	0
L51433	15695	0	0
L51435	15696	0	0
L51437	15697	0	0
L51440	15698	1	0
L51441	15699	0	0
L51443	15700	0	0
L51447	15701	0	0
L51451	15702	0	0
L51453	15703	0	0
L51459	15704	0	0
L51468	15705	0	0
L51470	15706	0	0
L51471	15707	0	0
L51474	15708	1	0
L51476	15709	0	0
L51477	15710	0	0
L51479	15711	1	0
L51480	15712	1	0
L51483	15713	1	0
L51488	15714	0	0
L51490	15715	1	0
L51491	15716	0	0
L51493	15717	1	0
L51500	15718	0	0
L51508	15719	0	0
L51511	15720	1	0
L51516	15721	0	0
L51519	15722	0	0
L51523	15723	0	0
L51528	15724	1	0
L51529	15725	0	0
L51531	15726	0	0
L51535	15727	0	0
L51537	15728	0	0
L51542	15729	0	0
L51544	15730	0	0
L51548	15731	0	0
L51549	15732	0	0
L51551	15733	1	0
L51553	15734	1	0
L51555	15735	0	0
L51558	15736	0	0
L51559	15737	0	0
L51566	15738	0	0
L51568	15739	0	0
L51570	15740	0	0
L51577	15741	0	0
L51580	15742	0	0
L51582	15743	0	0
L51583	15744	0	0
L51585	15745	0	0
L51586	15746	0	0
L51589	15747	1	0
L51594	15748	0	0
L51595	15749	0	0
L51596	15750	1	0
L51597	15751	1	0
L51600	15752	1	0
L51602	15753	0	0
L51603	15754	0	0
L51605	15755	0	0
L51607	15756	0	0
L51611	15757	0	0
L51613	15758	0	0
L51616	15759	0	0
L51617	15760	1	0
L51624	15761	0	0
L51625	15762	0	0
L51628	15763	1	0
L51636	15764	0	0
L51640	15765	0	0
L51643	15766	0	0
L51647	15767	0	0
L51649	15768	0	0
L51655	15769	0	0
L51656	15770	0	0
L51660	15771	0	0
L51662	15772	1	0
L51665	15773	0	0
L51666	15774	0	0
L51667	15775	0	0
L51671	15776	0	0
L51672	15777	1	0
L51674	15778	0	0
L51676	15779	0	0
L51677	15780	1	0
L51679	15781	0	0
L51684	15782	0	0
L51687	15783	1	0
L51688	15784	0	0
L51694	15785	0	0
L51696	15786	0	0
L51698	15787	0	0
L51701	15788	0	0
L51703	15789	0	0
L51706	15790	0	0
L51707	15791	0	0
L51708	15792	0	0
L51710	15793	0	0
L51713	15794	0	0
L51714	15795	1	0
L51723	15796	0	0
L51725	15797	0	0
L51728	15798	0	0
L51735	15799	0	0
L51736	15800	0	0
L51737	15801	0	0
L51739	15802	1	0
L51743	15803	1	0
L51744	15804	0	0
L51747	15805	0	0
L51751	15806	0	0
L51752	15807	0	0
L51757	15808	0	0
L51761	15809	0	0
L51763	15810	0	0
L51769	15811	0	0
L51772	15812	0	0
L51776	15813	0	0
L51777	15814	0	0
L51778	15815	0	0
L51781	15816	0	0
L51784	15817	0	0
L51790	15818	1	0
L51791	15819	1	0
L51793	15820	0	0
L51795	15821	1	0
L51799	15822	0	0
L51805	15823	0	0
L51809	15824	1	0
L51812	15825	1	0
L51814	15826	0	0
L51818	15827	0	0
L51821	15828	1	0
L51824	15829	1	0
L51826	15830	0	0
L51828	15831	0	0
L51833	15832	0	0
L51838	15833	0	0
L51845	15834	0	0
L51847	15835	0	0
L51853	15836	0	0
L51854	15837	0	0
L51858	15838	0	0
L51859	15839	0	0
L51863	15840	1	0
L51869	15841	0	0
L51872	15842	0	0
L51873	15843	0	0
L51877	15844	0	0
L51879	15845	0	0
L51882	15846	1	0
L51885	15847	1	0
L51891	15848	0	0
L51896	15849	0	0
L51902	15850	1	0
L51905	15851	0	0
L51911	15852	0	0
L51912	15853	0	0
L51913	15854	0	0
L51915	15855	0	0
L51917	15856	0	0
L51920	15857	1	0
L51923	15858	0	0
L51926	15859	0	0
L51929	15860	1	0
L51931	15861	0	0
L51933	15862	0	0
L51936	15863	0	0
L51937	15864	0	0
L51938	15865	0	0
L51939	15866	0	0
L51940	15867	0	0
L51941	15868	1	0
L51946	15869	0	0
L51952	15870	0	0
L51953	15871	0	0
L51958	15872	0	0
L51965	15873	0	0
L51973	15874	0	0
L51977	15875	1	0
L51978	15876	0	0
L51981	15877	0	0
L51985	15878	0	0
L51987	15879	0	0
L51990	15880	0	0
L51992	15881	0	0
L51997	15882	0	0
L52010	15883	0	0
L52015	15884	0	0
L52017	15885	0	0
L52021	15886	1	0
L52024	15887	0	0
L52031	15888	0	0
L52033	15889	0	0
L52036	15890	0	0
L52040	15891	1	0
L52045	15892	0	0
L52046	15893	0	0
L52048	15894	1	0
L52051	15895	0	0
L52052	15896	1	0
L52054	15897	0	0
L52060	15898	0	0
L52066	15899	1	0
L52068	15900	0	0
L52069	15901	0	0
L52071	15902	1	0
L52073	15903	0	0
L52075	15904	0	0
L52076	15905	0	0
L52078	15906	1	0
L52079	15907	0	0
L52082	15908	0	0
L52083	15909	1	0
L52086	15910	0	0
L52087	15911	0	0
L52090	15912	1	0
L52095	15913	1	0
L52099	15914	1	0
L52101	15915	0	0
L52103	15916	0	0
L52107	15917	0	0
L52108	15918	0	0
L52111	15919	0	0
L52112	15920	0	0
L52115	15921	0	0
L52120	15922	0	0
L52125	15923	0	0
L52128	15924	0	0
L52131	15925	0	0
L52132	15926	0	0
L52136	15927	1	0
L52141	15928	0	0
L52148	15929	0	0
L52150	15930	0	0
L52152	15931	0	0
L52156	15932	1	0
L52162	15933	0	0
L52164	15934	0	0
L52168	15935	0	0
L52169	15936	0	0
L52174	15937	0	0
L52179	15938	0	0
L52181	15939	0	0
L52185	15940	0	0
L52190	15941	1	0
L52196	15942	0	0
L52199	15943	0	0
L52200	15944	0	0
L52205	15945	0	0
L52206	15946	0	0
L52210	15947	0	0
L52211	15948	0	0
L52218	15949	1	0
L52219	15950	0	0
L52221	15951	1	0
L52225	15952	1	0
L52228	15953	0	0
L52231	15954	0	0
L52233	15955	1	0
L52234	15956	0	0
L52236	15957	0	0
L52239	15958	0	0
L52240	15959	0	0
L52244	15960	0	0
L52246	15961	1	0
L52251	15962	0	0
L52252	15963	1	0
L52253	15964	1	0
L52254	15965	0	0
L52256	15966	0	0
L52258	15967	0	0
L52265	15968	1	0
L52270	15969	0	0
L52278	15970	0	0
L52286	15971	1	0
L52288	15972	0	0
L52289	15973	0	0
L52290	15974	0	0
L52294	15975	0	0
L52296	15976	0	0
L52302	15977	0	0
L52304	15978	0	0
L52310	15979	0	0
L52315	15980	0	0
L52316	15981	1	0
L52318	15982	0	0
L52321	15983	0	0
L52322	15984	0	0
L52324	15985	0	0
L52328	15986	0	0
L52331	15987	0	0
L52335	15988	0	0
L52339	15989	1	0
L52342	15990	0	0
L52345	15991	1	0
L52346	15992	0	0
L52349	15993	0	0
L52351	15994	0	0
L52352	15995	0	0
L52353	15996	0	0
L52356	15997	0	0
L52359	15998	0	0
L52365	15999	1	0
L52370	16000	0	0
L52373	16001	0	0
L52377	16002	1	0
L52381	16003	0	0
L52383	16004	0	0
L52387	16005	0	0
L52389	16006	1	0
L52404	16007	0	0
L52408	16008	0	0
L52409	16009	1	0
L52411	16010	0	0
L52416	16011	0	0
L52417	16012	1	0
L52419	16013	0	0
L52422	16014	0	0
L52427	16015	1	0
L52429	16016	1	0
L52433	16017	1	0
L52436	16018	0	0
L52442	16019	0	0
L52443	16020	1	0
L52444	16021	0	0
L52451	16022	1	0
L52456	16023	0	0
L52458	16024	0	0
L52460	16025	0	0
L52463	16026	0	0
L52467	16027	1	0
L52468	16028	0	0
L52470	16029	0	0
L52473	16030	0	0
L52479	16031	0	0
L52480	16032	0	0
L52482	16033	0	0
L52488	16034	0	0
L52493	16035	0	0
L52496	16036	0	0
L52498	16037	0	0
L52500	16038	0	0
L52503	16039	1	0
L52506	16040	0	0
L52509	16041	0	0
L52511	16042	0	0
L52513	16043	0	0
L52517	16044	0	0
L52518	16045	1	0
L52524	16046	0	0
L52528	16047	1	0
L52530	16048	0	0
L52533	16049	0	0
L52534	16050	0	0
L52535	16051	0	0
L52539	16052	0	0
L52544	16053	0	0
L52546	16054	0	0
L52548	16055	0	0
L52550	16056	0	0
L52557	16057	0	0
L52560	16058	0	0
L52561	16059	0	0
L52563	16060	0	0
L52566	16061	1	0
L52569	16062	0	0
L52570	16063	1	0
L52571	16064	0	0
L52574	16065	0	0
L52576	16066	1	0
L52579	16067	0	0
L52581	16068	0	0
L52584	16069	0	0
L52589	16070	0	0
L52594	16071	0	0
L52595	16072	0	0
L52600	16073	0	0
L52602	16074	0	0
L52603	16075	0	0
L52605	16076	0	0
L52608	16077	0	0
L52611	16078	0	0
L52613	16079	0	0
L52616	16080	0	0
L52617	16081	0	0
L52620	16082	0	0
L52621	16083	0	0
L52623	16084	1	0
L52627	16085	0	0
L52629	16086	0	0
L52630	16087	0	0
L52632	16088	0	0
L52633	16089	1	0
L52634	16090	0	0
L52636	16091	0	0
L52639	16092	0	0
L52643	16093	1	0
L52645	16094	0	0
L52649	16095	1	0
L52654	16096	0	0
L52656	16097	0	0
L52658	16098	0	0
L52660	16099	0	0
L52663	16100	1	0
L52665	16101	0	0
L52667	16102	1	0
L52670	16103	1	0
L52671	16104	0	0
L52679	16105	0	0
L52682	16106	0	0
L52683	16107	0	0
L52684	16108	0	0
L52695	16109	1	0
L52698	16110	1	0
L52702	16111	0	0
L52703	16112	0	0
L52704	16113	0	0
L52706	16114	0	0
L52710	16115	0	0
L52711	16116	0	0
L52714	16117	0	0
L52717	16118	0	0
L52719	16119	0	0
L52722	16120	1	0
L52724	16121	1	0
L52729	16122	0	0
L52735	16123	1	0
L52747	16124	0	0
L52750	16125	1	0
L52756	16126	0	0
L52764	16127	1	0
L52766	16128	0	0
L52772	16129	1	0
L52776	16130	1	0
L52780	16131	0	0
L52786	16132	0	0
L52788	16133	0	0
L52793	16134	0	0
L52795	16135	1	0
L52802	16136	0	0
L52803	16137	0	0
L52807	16138	0	0
L52811	16139	0	0
L52813	16140	1	0
L52814	16141	0	0
L52815	16142	1	0
L52825	16143	0	0
L52830	16144	0	0
L52834	16145	0	0
L52839	16146	1	0
L52843	16147	1	0
L52850	16148	0	0
L52854	16149	0	0
L52856	16150	1	0
L52859	16151	0	0
L52863	16152	0	0
L52879	16153	0	0
L52880	16154	0	0
L52883	16155	0	0
L52885	16156	0	0
L52889	16157	1	0
L52891	16158	0	0
L52894	16159	0	0
L52898	16160	0	0
L52899	16161	0	0
L52900	16162	0	0
L52901	16163	1	0
L52906	16164	0	0
L52909	16165	1	0
L52911	16166	0	0
L52917	16167	0	0
L52920	16168	0	0
L52923	16169	0	0
L52925	16170	1	0
L52929	16171	1	0
L52932	16172	0	0
L52933	16173	0	0
L52936	16174	0	0
L52940	16175	0	0
L52942	16176	1	0
L52945	16177	0	0
L52955	16178	0	0
L52957	16179	0	0
L52958	16180	0	0
L52960	16181	1	0
L52963	16182	0	0
L52965	16183	0	0
L52970	16184	0	0
L52971	16185	0	0
L52973	16186	1	0
L52975	16187	0	0
L52977	16188	1	0
L52982	16189	0	0
L52986	16190	0	0
L52988	16191	0	0
L52992	16192	0	0
L52994	16193	1	0
L52997	16194	0	0
L53000	16195	0	0
L53001	16196	0	0
L53003	16197	1	0
L53008	16198	0	0
L53010	16199	0	0
L53012	16200	0	0
L53018	16201	1	0
L53022	16202	0	0
L53026	16203	0	0
L53028	16204	0	0
L53030	16205	0	0
L53033	16206	0	0
L53036	16207	0	0
L53038	16208	0	0
L53041	16209	0	0
L53046	16210	0	0
L53054	16211	0	0
L53060	16212	0	0
L53067	16213	0	0
L53068	16214	1	0
L53070	16215	0	0
L53071	16216	0	0
L53074	16217	0	0
L53075	16218	1	0
L53081	16219	0	0
L53083	16220	0	0
L53085	16221	1	0
L53090	16222	0	0
L53091	16223	0	0
L53092	16224	0	0
L53094	16225	0	0
L53103	16226	0	0
L53104	16227	0	0
L53107	16228	0	0
L53108	16229	0	0
L53111	16230	1	0
L53113	16231	1	0
L53116	16232	1	0
L53121	16233	0	0
L53129	16234	1	0
L53137	16235	0	0
L53141	16236	1	0
L53144	16237	0	0
L53145	16238	0	0
L53150	16239	0	0
L53157	16240	0	0
L53162	16241	0	0
L53164	16242	1	0
L53168	16243	0	0
L53169	16244	0	0
L53172	16245	0	0
L53175	16246	0	0
L53176	16247	0	0
L53178	16248	0	0
L53179	16249	0	0
L53183	16250	0	0
L53190	16251	0	0
L53194	16252	0	0
L53195	16253	0	0
L53199	16254	0	0
L53203	16255	0	0
L53207	16256	1	0
L53215	16257	0	0
L53217	16258	0	0
L53222	16259	0	0
L53223	16260	0	0
L53227	16261	0	0
L53233	16262	1	0
L53235	16263	0	0
L53238	16264	0	0
L53241	16265	0	0
L53244	16266	0	0
L53248	16267	0	0
L53250	16268	1	0
L53253	16269	0	0
L53257	16270	0	0
L53258	16271	0	0
L53260	16272	1	0
L53261	16273	0	0
L53265	16274	0	0
L53266	16275	1	0
L53269	16276	0	0
L53280	16277	0	0
L53282	16278	0	0
L53284	16279	0	0
L53290	16280	0	0
L53293	16281	0	0
L53296	16282	0	0
L53297	16283	1	0
L53299	16284	0	0
L53307	16285	0	0
L53309	16286	0	0
L53310	16287	1	0
L53313	16288	0	0
L53316	16289	0	0
L53318	16290	0	0
L53319	16291	0	0
L53321	16292	0	0
L53326	16293	1	0
L53333	16294	0	0
L53334	16295	1	0
L53339	16296	0	0
L53343	16297	1	0
L53345	16298	0	0
L53346	16299	0	0
L53349	16300	0	0
L53351	16301	0	0
L53353	16302	0	0
L53356	16303	0	0
L53360	16304	1	0
L53364	16305	1	0
L53365	16306	0	0
L53369	16307	0	0
L53371	16308	0	0
L53376	16309	0	0
L53379	16310	1	0
L53380	16311	0	0
L53383	16312	0	0
L53389	16313	0	0
L53390	16314	0	0
L53393	16315	0	0
L53399	16316	0	0
L53402	16317	0	0
L53406	16318	0	0
L53410	16319	0	0
L53411	16320	0	0
L53418	16321	0	0
L53420	16322	0	0
L53421	16323	0	0
L53423	16324	0	0
L53425	16325	1	0
L53427	16326	1	0
L53435	16327	1	0
L53436	16328	1	0
L53437	16329	0	0
L53443	16330	0	0
L53446	16331	0	0
L53449	16332	0	0
L53451	16333	0	0
L53454	16334	1	0
L53467	16335	0	0
L53469	16336	0	0
L53470	16337	0	0
L53477	16338	0	0
L53480	16339	0	0
L53483	16340	1	0
L53485	16341	0	0
L53487	16342	0	0
L53491	16343	1	0
L53492	16344	0	0
L53501	16345	0	0
L53505	16346	1	0
L53512	16347	1	0
L53521	16348	0	0
L53523	16349	0	0
L53524	16350	0	0
L53526	16351	0	0
L53528	16352	1	0
L53534	16353	1	0
L53535	16354	0	0
L53537	16355	0	0
L53538	16356	0	0
L53540	16357	1	0
L53543	16358	1	0
L53545	16359	0	0
L53551	16360	1	0
L53553	16361	0	0
L53558	16362	0	0
L53563	16363	1	0
L53566	16364	0	0
L53570	16365	1	0
L53572	16366	0	0
L53575	16367	0	0
L53577	16368	1	0
L53581	16369	0	0
L53585	16370	0	0
L53588	16371	0	0
L53590	16372	0	0
L53592	16373	0	0
L53599	16374	0	0
L53600	16375	1	0
L53605	16376	0	0
L53609	16377	0	0
L53614	16378	0	0
L53619	16379	0	0
L53620	16380	1	0
L53623	16381	0	0
L53628	16382	0	0
L53631	16383	0	0
L53634	16384	0	0
L53639	16385	0	0
L53642	16386	0	0
L53645	16387	0	0
L53650	16388	0	0
L53653	16389	0	0
L53661	16390	0	0
L53664	16391	1	0
L53674	16392	0	0
L53678	16393	0	0
L53682	16394	0	0
L53692	16395	0	0
L53696	16396	0	0
L53700	16397	0	0
L53701	16398	0	0
L53707	16399	0	0
L53708	16400	0	0
L53710	16401	1	0
L53720	16402	0	0
L53723	16403	0	0
L53729	16404	0	0
L53731	16405	0	0
L53735	16406	1	0
L53738	16407	1	0
L53740	16408	0	0
L53747	16409	0	0
L53753	16410	0	0
L53754	16411	1	0
L53755	16412	0	0
L53756	16413	0	0
L53757	16414	0	0
L53764	16415	1	0
L53769	16416	0	0
L53775	16417	0	0
L53776	16418	0	0
L53778	16419	0	0
L53781	16420	1	0
L53788	16421	0	0
L53794	16422	1	0
L53795	16423	0	0
L53797	16424	0	0
L53800	16425	1	0
L53803	16426	0	0
L53807	16427	1	0
L53810	16428	0	0
L53814	16429	0	0
L53815	16430	1	0
L53820	16431	0	0
L53824	16432	1	0
L53825	16433	0	0
L53830	16434	0	0
L53833	16435	0	0
L53836	16436	0	0
L53838	16437	0	0
L53840	16438	0	0
L53844	16439	0	0
L53854	16440	0	0
L53859	16441	0	0
L53862	16442	0	0
L53863	16443	0	0
L53867	16444	0	0
L53870	16445	0	0
L53873	16446	0	0
L53876	16447	0	0
L53890	16448	0	0
L53892	16449	0	0
L53896	16450	1	0
L53898	16451	0	0
L53902	16452	1	0
L53907	16453	0	0
L53911	16454	1	0
L53918	16455	0	0
L53919	16456	0	0
L53921	16457	0	0
L53928	16458	1	0
L53931	16459	0	0
L53932	16460	1	0
L53940	16461	0	0
L53942	16462	0	0
L53946	16463	1	0
L53948	16464	0	0
L53950	16465	0	0
L53951	16466	0	0
L53955	16467	1	0
L53958	16468	0	0
L53961	16469	0	0
L53962	16470	0	0
L53963	16471	0	0
L53965	16472	0	0
L53970	16473	1	0
L53973	16474	0	0
L53974	16475	0	0
L53977	16476	0	0
L53978	16477	0	0
L53979	16478	1	0
L53981	16479	0	0
L53982	16480	0	0
L53986	16481	0	0
L53990	16482	0	0
L53991	16483	0	0
L53997	16484	0	0
L53999	16485	0	0
L54001	16486	0	0
L54004	16487	0	0
L54006	16488	0	0
L54008	16489	0	0
L54009	16490	0	0
L54010	16491	0	0
L54016	16492	0	0
L54019	16493	0	0
L54022	16494	0	0
L54024	16495	0	0
L54025	16496	0	0
L54026	16497	0	0
L54030	16498	0	0
L54034	16499	1	0
L54037	16500	0	0
L54039	16501	0	0
L54048	16502	0	0
L54050	16503	1	0
L54051	16504	0	0
L54054	16505	0	0
L54057	16506	0	0
L54058	16507	0	0
L54061	16508	0	0
L54063	16509	1	0
L54064	16510	0	0
L54069	16511	0	0
L54072	16512	0	0
L54075	16513	0	0
L54079	16514	0	0
L54082	16515	0	0
L54085	16516	0	0
L54096	16517	0	0
L54099	16518	0	0
L54102	16519	0	0
L54104	16520	1	0
L54105	16521	0	0
L54106	16522	0	0
L54107	16523	0	0
L54110	16524	0	0
L54123	16525	0	0
L54126	16526	1	0
L54127	16527	0	0
L54130	16528	0	0
L54133	16529	0	0
L54136	16530	0	0
L54138	16531	0	0
L54139	16532	0	0
L54141	16533	0	0
L54144	16534	1	0
L54146	16535	0	0
L54147	16536	0	0
L54151	16537	1	0
L54152	16538	0	0
L54158	16539	0	0
L54160	16540	0	0
L54163	16541	0	0
L54167	16542	0	0
L54168	16543	0	0
L54172	16544	1	0
L54173	16545	0	0
L54175	16546	0	0
L54178	16547	0	0
L54179	16548	0	0
L54183	16549	0	0
L54184	16550	1	0
L54185	16551	0	0
L54187	16552	0	0
L54189	16553	0	0
L54191	16554	0	0
L54194	16555	0	0
L54196	16556	0	0
L54199	16557	1	0
L54201	16558	0	0
L54204	16559	0	0
L54205	16560	0	0
L54207	16561	0	0
L54209	16562	0	0
L54211	16563	0	0
L54212	16564	0	0
L54214	16565	0	0
L54218	16566	0	0
L54223	16567	0	0
L54225	16568	0	0
L54226	16569	0	0
L54228	16570	0	0
L54230	16571	0	0
L54237	16572	0	0
L54240	16573	0	0
L54243	16574	0	0
L54244	16575	0	0
L54245	16576	0	0
L54247	16577	0	0
L54250	16578	0	0
L54251	16579	0	0
L54256	16580	0	0
L54257	16581	0	0
L54258	16582	0	0
L54262	16583	1	0
L54265	16584	1	0
L54271	16585	0	0
L54273	16586	0	0
L54274	16587	0	0
L54276	16588	0	0
L54279	16589	1	0
L54284	16590	0	0
L54297	16591	0	0
L54300	16592	0	0
L54302	16593	0	0
L54306	16594	0	0
L54308	16595	1	0
L54310	16596	1	0
L54311	16597	0	0
L54323	16598	1	0
L54325	16599	0	0
L54326	16600	0	0
L54328	16601	1	0
L54330	16602	0	0
L54336	16603	0	0
L54337	16604	0	0
L54339	16605	1	0
L54347	16606	0	0
L54350	16607	1	0
L54354	16608	0	0
L54357	16609	0	0
L54359	16610	0	0
L54362	16611	0	0
L54364	16612	0	0
L54380	16613	0	0
L54382	16614	0	0
L54386	16615	0	0
L54387	16616	0	0
L54392	16617	0	0
L54393	16618	1	0
L54395	16619	0	0
L54398	16620	0	0
L54399	16621	0	0
L54400	16622	0	0
L54401	16623	1	0
L54406	16624	1	0
L54407	16625	0	0
L54409	16626	0	0
L54414	16627	0	0
L54416	16628	0	0
L54420	16629	0	0
L54422	16630	0	0
L54424	16631	0	0
L54426	16632	0	0
L54429	16633	0	0
L54430	16634	0	0
L54432	16635	0	0
L54434	16636	1	0
L54438	16637	0	0
L54441	16638	0	0
L54447	16639	0	0
L54448	16640	0	0
L54457	16641	0	0
L54460	16642	0	0
L54461	16643	0	0
L54468	16644	1	0
L54469	16645	1	0
L54470	16646	0	0
L54473	16647	0	0
L54475	16648	0	0
L54477	16649	0	0
L54480	16650	1	0
L54483	16651	1	0
L54484	16652	0	0
L54485	16653	0	0
L54494	16654	0	0
L54498	16655	0	0
L54500	16656	0	0
L54503	16657	0	0
L54504	16658	0	0
L54506	16659	0	0
L54510	16660	1	0
L54512	16661	0	0
L54513	16662	0	0
L54523	16663	0	0
L54526	16664	1	0
L54528	16665	0	0
L54530	16666	0	0
L54533	16667	0	0
L54539	16668	1	0
L54541	16669	1	0
L54542	16670	0	0
L54546	16671	0	0
L54553	16672	1	0
L54555	16673	0	0
L54557	16674	0	0
L54559	16675	0	0
L54561	16676	0	0
L54563	16677	0	0
L54565	16678	0	0
L54566	16679	0	0
L54567	16680	0	0
L54569	16681	1	0
L54573	16682	0	0
L54575	16683	0	0
L54579	16684	0	0
L54580	16685	0	0
L54581	16686	0	0
L54584	16687	0	0
L54588	16688	1	0
L54589	16689	0	0
L54591	16690	0	0
L54593	16691	0	0
L54594	16692	0	0
L54597	16693	0	0
L54599	16694	1	0
L54601	16695	1	0
L54604	16696	0	0
L54607	16697	0	0
L54608	16698	0	0
L54614	16699	0	0
L54617	16700	0	0
L54619	16701	0	0
L54622	16702	0	0
L54628	16703	0	0
L54629	16704	0	0
L54630	16705	1	0
L54633	16706	0	0
L54637	16707	1	0
L54639	16708	0	0
L54640	16709	1	0
L54643	16710	0	0
L54646	16711	1	0
L54659	16712	1	0
L54663	16713	0	0
L54668	16714	0	0
L54670	16715	0	0
L54673	16716	0	0
L54676	16717	1	0
L54677	16718	0	0
L54678	16719	0	0
L54679	16720	1	0
L54682	16721	0	0
L54683	16722	0	0
L54685	16723	0	0
L54687	16724	1	0
L54690	16725	0	0
L54695	16726	0	0
L54698	16727	0	0
L54703	16728	0	0
L54705	16729	0	0
L54710	16730	1	0
L54711	16731	0	0
L54712	16732	0	0
L54714	16733	0	0
L54718	16734	0	0
L54722	16735	0	0
L54723	16736	1	0
L54727	16737	0	0
L54729	16738	0	0
L54732	16739	0	0
L54734	16740	0	0
L54735	16741	1	0
L54736	16742	0	0
L54739	16743	1	0
L54741	16744	0	0
L54743	16745	0	0
L54745	16746	1	0
L54748	16747	0	0
L54752	16748	1	0
L54753	16749	1	0
L54762	16750	0	0
L54766	16751	1	0
L54770	16752	1	0
L54781	16753	0	0
L54782	16754	1	0
L54790	16755	1	0
L54791	16756	0	0
L54795	16757	0	0
L54797	16758	0	0
L54799	16759	0	0
L54801	16760	0	0
L54802	16761	0	0
L54804	16762	1	0
L54809	16763	0	0
L54812	16764	0	0
L54815	16765	1	0
L54817	16766	1	0
L54819	16767	1	0
L54822	16768	0	0
L54825	16769	0	0
L54829	16770	0	0
L54836	16771	0	0
L54837	16772	0	0
L54838	16773	0	0
L54840	16774	1	0
L54843	16775	0	0
L54846	16776	0	0
L54848	16777	0	0
L54850	16778	0	0
L54851	16779	0	0
L54855	16780	0	0
L54856	16781	0	0
L54857	16782	0	0
L54858	16783	1	0
L54859	16784	1	0
L54861	16785	0	0
L54862	16786	0	0
L54863	16787	0	0
L54864	16788	0	0
L54870	16789	0	0
L54872	16790	0	0
L54874	16791	0	0
L54877	16792	0	0
L54881	16793	0	0
L54885	16794	1	0
L54886	16795	0	0
L54888	16796	1	0
L54891	16797	0	0
L54892	16798	0	0
L54896	16799	0	0
L54898	16800	0	0
L54901	16801	0	0
L54903	16802	0	0
L54906	16803	0	0
L54910	16804	0	0
L54914	16805	0	0
L54915	16806	0	0
L54917	16807	1	0
L54923	16808	1	0
L54927	16809	1	0
L54930	16810	0	0
L54931	16811	0	0
L54933	16812	0	0
L54934	16813	0	0
L54938	16814	0	0
L54940	16815	0	0
L54944	16816	1	0
L54950	16817	1	0
L54951	16818	1	0
L54955	16819	0	0
L54958	16820	0	0
L54959	16821	1	0
L54962	16822	0	0
L54964	16823	0	0
L54965	16824	0	0
L54968	16825	0	0
L54971	16826	0	0
L54973	16827	0	0
L54978	16828	0	0
